name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,250000,189000,0,60000,499000,8.4,8.3,M,441042795.0,766795552.0,127854000.0,67886698528.0,36,104,Io Interactive,8.325714286
Burnout Revenge,X360,2006,Racing,Electronic Arts,421000,40000,0,41000,502000,9.0,8.1,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,61,140,Criterion Games,8.373134328
Madden NFL 07,Weii,2006,Sports,Electronic Arts,468000,0,0,40000,508000,8.2,8.1,E,441042795.0,766795552.0,127854000.0,67886698528.0,35,16,EA Canada,8.168627451
SpongeBob SquarePants: Creature from the Krusty Krab,Weii,2006,Platform,THQ,447000,20000,0,40000,507000,5.7,5.6,E,441042795.0,766795552.0,127854000.0,67886698528.0,16,7,Blitz Games,5.669565217
Tony Hawk's Project 8,X360,2006,Sports,Activision,439000,20000,0,39000,498000,8.0,7.5,T,441042795.0,766795552.0,127854000.0,67886698528.0,65,38,Neversoft Entertainment,7.815533981
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,363000,110000,0,20000,493000,7.5,8.3,M,441042795.0,766795552.0,127854000.0,67886698528.0,41,46,Radical Entertainment,7.922988506
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,455000,0,0,39000,494000,5.5,7.2,E,441042795.0,766795552.0,127854000.0,67886698528.0,7,4,WayForward,6.118181818
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,445000,0,0,41000,486000,8.1,7.8,E,441042795.0,766795552.0,127854000.0,67886698528.0,44,21,EA Redwood Shores,8.003076923
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,189000,269000,10000,0,468000,7.1,6.7,E,441042795.0,766795552.0,127854000.0,67886698528.0,49,33,EA Canada,6.93902439
Children of Mana,DS,2006,Role-Playing,Ninti,158000,10000,292000,10000,470000,6.5,6.0,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,34,21,Nex Entertainment,6.309090909
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,41000,30000,392000,10000,473000,8.5,8.8,T,441042795.0,766795552.0,127854000.0,67886698528.0,45,59,Tri-Ace,8.670192308
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,234000,181000,0,60000,475000,7.0,8.4,E,441042795.0,766795552.0,127854000.0,67886698528.0,19,8,Midway,7.414814815
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,354000,99000,0,20000,473000,7.5,7.3,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,19,11,EA Canada,7.426666667
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,330000,118000,0,10000,458000,7.1,5.7,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,8,5,Amaze Entertainment,6.561538462
NBA Live 07,X360,2006,Sports,Electronic Arts,424000,0,0,40000,464000,5.9,4.9,E,441042795.0,766795552.0,127854000.0,67886698528.0,32,60,EA Sports,5.247826087
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,233000,142000,0,88000,463000,6.5,9.0,M,441042795.0,766795552.0,127854000.0,67886698528.0,19,64,Ubisoft Shanghai,8.427710843
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,90000,236000,0,120000,446000,6.6,7.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,28,30,Buzz Monkey,7.272413793
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,284000,10000,121000,30000,445000,8.2,7.4,T,441042795.0,766795552.0,127854000.0,67886698528.0,32,23,Treasure,7.865454545
NFL Head Coach,PS2,2006,Sports,Electronic Arts,385000,10000,0,59000,454000,6.7,6.9,E,441042795.0,766795552.0,127854000.0,67886698528.0,22,15,EA Tiburon,6.781081081
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,221000,30000,0,200000,451000,8.7,8.6,M,441042795.0,766795552.0,127854000.0,67886698528.0,52,116,Atlus Co.,8.630952381
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,333000,99000,0,20000,452000,8.6,8.7,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,27,15,Traveller's Tales,8.635714286
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,71000,49000,292000,20000,432000,5.8,6.7,T,441042795.0,766795552.0,127854000.0,67886698528.0,27,11,Square Enix,6.060526316
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,170000,10000,232000,20000,432000,6.6,7.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,27,25,Alfa System,7.225
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,20000,358000,0,51000,429000,8.1,7.6,E,441042795.0,766795552.0,127854000.0,67886698528.0,28,95,Microsoft Game Studios,7.713821138
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,383000,0,0,30000,413000,5.5,6.6,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,23,13,Aspect,5.897222222
Juiced: Eliminator,PSP,2006,Racing,THQ,110000,196000,0,121000,427000,6.4,8.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,24,6,Juice Games,6.74
25 to Life,PS2,2006,Shooter,Eidos Interactive,349000,10000,0,61000,420000,3.9,4.9,M,441042795.0,766795552.0,127854000.0,67886698528.0,23,46,"Ritual Entertainment, Avalanche Software",4.566666667
Black,XB,2006,Shooter,Electronic Arts,314000,90000,0,10000,414000,7.6,7.8,M,441042795.0,766795552.0,127854000.0,67886698528.0,65,51,Criterion Games,7.687931034
Blazing Angels: Squadrons of WWeii,X360,2006,Simulation,Ubisoft,363000,20000,0,29000,412000,6.6,7.7,T,441042795.0,766795552.0,127854000.0,67886698528.0,58,53,Ubisoft,7.125225225
X-Men: The Official Game,PS2,2006,Action,Activision,200000,158000,0,50000,408000,5.1,7.5,T,441042795.0,766795552.0,127854000.0,67886698528.0,44,20,"Z-Axis, Ltd.",5.85
Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,352000,20000,10000,30000,412000,7.8,7.4,T,441042795.0,766795552.0,127854000.0,67886698528.0,54,79,Digital Illusions,7.562406015
Marvel: Ultimate Alliance,Weii,2006,Role-Playing,Activision,366000,0,0,31000,397000,7.3,7.3,T,441042795.0,766795552.0,127854000.0,67886698528.0,31,29,Vicarious Visions,7.3
Rampage: Total Destruction,GC,2006,Action,Midway Games,316000,80000,0,10000,406000,5.7,6.6,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,24,6,"Pipeworks Software, Inc.",5.88
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,309000,20000,39000,30000,398000,8.5,8.4,T,441042795.0,766795552.0,127854000.0,67886698528.0,51,87,Konami,8.436956522
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,189000,151000,0,51000,391000,6.7,7.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,19,6,Eurocom Entertainment Software,6.964
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,289000,59000,10000,30000,388000,8.0,8.8,M,441042795.0,766795552.0,127854000.0,67886698528.0,53,102,Io Interactive,8.526451613
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,326000,20000,0,30000,376000,7.7,7.8,T,441042795.0,766795552.0,127854000.0,67886698528.0,35,49,Raven Software,7.758333333
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,137000,41000,158000,31000,367000,8.3,8.6,E,441042795.0,766795552.0,127854000.0,67886698528.0,67,89,SCE Japan Studio,8.471153846
Super Dragon Ball Z,PS2,2006,Fighting,Atari,92000,69000,188000,20000,369000,7.1,5.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,31,21,Crafts & Meister,6.615384615
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,304000,39000,0,30000,373000,7.8,7.3,E,441042795.0,766795552.0,127854000.0,67886698528.0,20,8,Visual Concepts,7.657142857
Rampage: Total Destruction,PS2,2006,Action,Midway Games,179000,142000,0,50000,371000,5.1,7.0,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,34,15,"Pipeworks Software, Inc.",5.681632653
Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,265000,70000,10000,31000,376000,8.0,7.3,T,441042795.0,766795552.0,127854000.0,67886698528.0,54,84,Crystal Dynamics,7.573913043
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,327000,10000,0,30000,367000,6.9,6.8,E,441042795.0,766795552.0,127854000.0,67886698528.0,10,8,Amaze Entertainment,6.855555556
FIFA Street 2,PS2,2006,Sports,Electronic Arts,169000,128000,20000,39000,356000,5.9,7.7,E,441042795.0,766795552.0,127854000.0,67886698528.0,27,42,EA Canada,6.995652174
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,91000,69000,178000,20000,358000,8.0,9.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,34,59,Monolith Soft,8.697849462
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,335000,0,0,30000,365000,8.0,7.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,19,14,Vicarious Visions,7.83030303
NCAA Football 07,PSP,2006,Sports,Electronic Arts,341000,0,0,30000,371000,7.5,8.0,E,441042795.0,766795552.0,127854000.0,67886698528.0,16,11,EA Sports,7.703703704
Elite Beat Agents,DS,2006,Misc,Ninti,298000,29000,0,30000,357000,8.9,8.7,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,51,105,iNiS,8.765384615
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,168000,10000,157000,20000,355000,8.1,8.5,T,441042795.0,766795552.0,127854000.0,67886698528.0,39,57,TOSE,8.3375
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,81000,59000,190000,20000,350000,7.5,7.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,43,109,Konami,7.571710526
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,269000,71000,0,10000,350000,7.6,7.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,12,14,EA Canada,7.707692308
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,317000,0,0,30000,347000,8.4,8.6,E,441042795.0,766795552.0,127854000.0,67886698528.0,30,32,SCEA San Diego Studios,8.503225806
Over the Hedge,GC,2006,Platform,Activision,270000,71000,0,10000,351000,6.1,9.4,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,21,6,Edge of Reality,6.833333333
Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,110000,91000,120000,30000,351000,6.2,9.0,T,441042795.0,766795552.0,127854000.0,67886698528.0,23,24,Omega Force,7.629787234
Trauma Center: Second Opinion,Weii,2006,Simulation,Ninti,276000,10000,30000,30000,346000,7.8,8.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,49,47,Atlus,7.946875
Tenchu Z,X360,2006,Action,Microsoft Game Studios,267000,20000,20000,30000,337000,5.5,7.4,M,441042795.0,766795552.0,127854000.0,67886698528.0,51,58,K2 LLC,6.511009174
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,255000,69000,0,10000,334000,7.4,8.5,E,441042795.0,766795552.0,127854000.0,67886698528.0,29,17,EA Canada,7.806521739
F.E.A.R.,X360,2006,Shooter,Vivendi Games,277000,31000,0,30000,338000,8.4,7.2,M,441042795.0,766795552.0,127854000.0,67886698528.0,44,131,Day 1 Studios,7.501714286
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,207000,110000,0,10000,327000,6.6,5.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,14,27,Ubisoft Shanghai,6.13902439
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,210000,0,99000,20000,329000,8.7,8.2,T,441042795.0,766795552.0,127854000.0,67886698528.0,45,74,Level 5,8.38907563
Avatar: The Last Airbender,DS,2006,Adventure,THQ,294000,10000,0,30000,334000,6.3,6.4,E,441042795.0,766795552.0,127854000.0,67886698528.0,9,7,TOSE,6.34375
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,139000,121000,0,79000,339000,6.6,8.3,T,441042795.0,766795552.0,127854000.0,67886698528.0,46,28,Sony Online Entertainment,7.243243243
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,272000,10000,20000,30000,332000,8.0,8.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,35,27,Capcom,8.043548387
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,258000,59000,0,10000,327000,8.2,9.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,32,21,EA Chicago,8.556603774
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,88000,69000,147000,20000,324000,8.5,6.4,T,441042795.0,766795552.0,127854000.0,67886698528.0,54,42,Nippon Ichi Software,7.58125
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,246000,71000,0,10000,327000,7.5,7.7,E,441042795.0,766795552.0,127854000.0,67886698528.0,5,12,Blitz Games,7.641176471
Teen Titans,GC,2006,Action,THQ,248000,71000,0,10000,329000,6.4,6.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,11,11,Artificial Mind and Movement,6.6
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,241000,70000,0,10000,321000,7.2,5.8,E,441042795.0,766795552.0,127854000.0,67886698528.0,21,12,Kush Games,6.690909091
Elebits,Weii,2006,Action,Konami Digital Entertainment,220000,10000,81000,20000,331000,7.4,7.5,E,441042795.0,766795552.0,127854000.0,67886698528.0,46,33,Konami,7.441772152
Bleach: Shattered Blade,Weii,2006,Fighting,Sega,211000,10000,81000,20000,322000,5.8,7.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,30,24,Polygon Magic,6.6
Prey,X360,2006,Shooter,Take-Two Interactive,269000,30000,0,29000,328000,8.0,7.4,M,441042795.0,766795552.0,127854000.0,67886698528.0,80,117,Venom Games,7.643654822
Test Drive Unlimited,X360,2006,Racing,Atari,234000,40000,20000,20000,314000,8.1,7.9,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,69,86,Eden Studios,7.989032258
24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,151000,122000,0,40000,313000,6.2,8.1,M,441042795.0,766795552.0,127854000.0,67886698528.0,53,40,SCE Studio Cambridge,7.017204301
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,20000,10000,0,273000,303000,6.8,7.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,27,25,Maxis,7.328846154
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,272000,0,0,20000,292000,7.2,6.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,37,5,Digital Eclipse,7.164285714
1701 A.D.,PC,2006,Simulation,Deep Silver,0,245000,0,40000,285000,7.9,8.1,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,30,38,Related Designs,8.011764706
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,264000,10000,0,30000,304000,8.7,9.0,M,441042795.0,766795552.0,127854000.0,67886698528.0,58,118,Sony Bend,8.901136364
Dragon Ball Z: Budokai Tenkaichi 2,Weii,2006,Fighting,Atari,242000,30000,0,20000,292000,7.3,8.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,37,40,Spike,7.975324675
Final Fantasy VI Advance,GBA,2006,Role-Playing,Ninti,0,0,278000,10000,288000,9.4,8.4,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,25,190,TOSE,8.51627907
Chromehounds,X360,2006,Simulation,Sega,238000,0,10000,20000,268000,7.1,6.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,60,72,From Software,6.990909091
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,255000,0,0,20000,275000,5.3,8.0,T,441042795.0,766795552.0,127854000.0,67886698528.0,34,17,Griptonite Games,6.2
Driver: Parallel Lines,PS2,2006,Racing,Atari,120000,100000,30000,30000,280000,7.0,6.9,M,441042795.0,766795552.0,127854000.0,67886698528.0,41,74,Reflections Interactive,6.935652174
Mega Man ZX,DS,2006,Platform,Capcom,157000,0,101000,20000,278000,7.5,8.3,E,441042795.0,766795552.0,127854000.0,67886698528.0,37,32,Inti Creates,7.871014493
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,143000,108000,0,39000,290000,7.2,7.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,26,22,Media Vision,7.383333333
Avatar: The Last Airbender,Weii,2006,Adventure,THQ,234000,20000,0,20000,274000,5.5,5.9,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,15,8,AWE Games,5.639130435
Over the Hedge,DS,2006,Platform,Activision,243000,10000,0,20000,273000,7.2,6.5,E,441042795.0,766795552.0,127854000.0,67886698528.0,17,9,Vicarious Visions,6.957692308
NHL 07,X360,2006,Sports,Electronic Arts,246000,0,0,20000,266000,7.7,5.3,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,49,167,EA Sports,5.844444444
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,210000,50000,0,10000,270000,6.5,7.2,T,441042795.0,766795552.0,127854000.0,67886698528.0,15,8,Maxis,6.743478261
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,243000,0,10000,20000,273000,6.4,6.4,E,441042795.0,766795552.0,127854000.0,67886698528.0,24,10,SCEA,6.4
Superman Returns,X360,2006,Action,Electronic Arts,230000,10000,0,20000,260000,5.1,6.3,T,441042795.0,766795552.0,127854000.0,67886698528.0,48,49,EA Tiburon,5.706185567
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,130000,102000,0,30000,262000,5.5,7.5,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,11,10,Blue Shift,6.452380952
Final Fantasy V Advance,GBA,2006,Role-Playing,Ninti,0,0,257000,10000,267000,8.2,7.1,E,441042795.0,766795552.0,127854000.0,67886698528.0,25,75,TOSE,7.375
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,263000,0,0,0,263000,7.0,6.5,T,441042795.0,766795552.0,127854000.0,67886698528.0,11,11,Bandai,6.75
Resident Evil: Deadly Silence,DS,2006,Action,Capcom,111000,20000,109000,10000,250000,7.1,8.3,M,441042795.0,766795552.0,127854000.0,67886698528.0,41,36,Capcom,7.661038961
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,231000,10000,0,20000,261000,6.2,8.6,T,441042795.0,766795552.0,127854000.0,67886698528.0,11,7,Amaze Entertainment,7.133333333
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,10000,197000,0,41000,248000,9.6,8.2,M,441042795.0,766795552.0,127854000.0,67886698528.0,54,2454,Bethesda Softworks,8.230143541
Teen Titans,PS2,2006,Action,THQ,118000,99000,0,30000,247000,5.5,8.5,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,12,17,Artificial Mind and Movement,7.25862069
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,150000,20000,61000,20000,251000,5.3,6.8,M,441042795.0,766795552.0,127854000.0,67886698528.0,46,42,Team Ninja,6.015909091
Cars,X360,2006,Racing,THQ,222000,10000,0,20000,252000,6.6,6.1,E,441042795.0,766795552.0,127854000.0,67886698528.0,16,8,Rainbow Studios,6.433333333
The Outfit,X360,2006,Action,THQ,213000,20000,0,20000,253000,6.9,7.5,M,441042795.0,766795552.0,127854000.0,67886698528.0,52,48,Relic,7.188
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,118000,89000,0,30000,237000,5.0,7.5,T,441042795.0,766795552.0,127854000.0,67886698528.0,32,13,7 Studios,5.722222222
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,118000,89000,0,29000,236000,4.3,8.1,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,12,20,Bec,6.675
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,198000,30000,0,20000,248000,8.0,6.1,M,441042795.0,766795552.0,127854000.0,67886698528.0,46,80,Ubisoft Montreal,6.793650794
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,99000,10000,120000,10000,239000,7.4,7.3,E,441042795.0,766795552.0,127854000.0,67886698528.0,42,28,h.a.n.d. Inc.,7.36
Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,150000,0,69000,10000,229000,5.3,6.4,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,29,15,K2 LLC,5.675
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,181000,50000,0,10000,241000,7.8,8.6,E,441042795.0,766795552.0,127854000.0,67886698528.0,22,9,EA Canada,8.032258065
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,171000,10000,40000,10000,231000,8.1,7.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,39,25,Kojima Productions,7.9828125
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,61000,50000,101000,20000,232000,8.7,7.0,T,441042795.0,766795552.0,127854000.0,67886698528.0,4,13,Square Enix,7.4
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,152000,10000,41000,20000,223000,8.6,8.2,T,441042795.0,766795552.0,127854000.0,67886698528.0,37,69,Nippon Ichi Software,8.339622642
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,202000,10000,0,20000,232000,7.1,7.7,T,441042795.0,766795552.0,127854000.0,67886698528.0,13,5,Snowblind Studios,7.266666667
Super Swing Golf,Weii,2006,Sports,Ninti,141000,10000,69000,10000,230000,7.2,7.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,44,15,"Tecmo, Ntreev Soft",7.352542373
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,203000,0,0,20000,223000,7.5,7.1,E,441042795.0,766795552.0,127854000.0,67886698528.0,34,7,Vicarious Visions,7.431707317
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,181000,20000,0,20000,221000,8.0,7.8,E10+,441042795.0,766795552.0,127854000.0,67886698528.0,38,59,Backbone Entertainment,7.878350515
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,111000,80000,0,30000,221000,6.1,8.0,T,441042795.0,766795552.0,127854000.0,67886698528.0,7,9,Career Soft,7.16875
Full Auto,X360,2006,Shooter,Sega,187000,10000,0,20000,217000,7.1,7.9,T,441042795.0,766795552.0,127854000.0,67886698528.0,63,36,Pseudo Interactive,7.390909091
Over G Fighters,X360,2006,Simulation,Ubisoft,188000,10000,0,20000,218000,4.9,6.1,T,441042795.0,766795552.0,127854000.0,67886698528.0,36,49,Taito Corporation,5.591764706
