name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
God of War II,PS2,2007,Action,Sony Computer Entertainment,2340000,40000,41000,1669000,9.2,70,8.8,709,SCE Santa Monica,M,8.835943517,4090000
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2661000,1015000,39000,333000,8.5,81,8.1,769,Obsidian Entertainment,M,8.138117647,4048000
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2372000,1245000,30000,418000,9.1,66,8.2,381,Turn 10,E,8.332885906,4065000
Carnival Games,Weii,2007,Misc,Take-Two Interactive,2115000,1471000,50000,412000,5.6,27,5.9,44,Cat Daddy Games,E,5.785915493,4048000
Watch Dogs,PS4,2014,Action,Ubisoft,1426000,1930000,111000,646000,8.1,80,6.3,2996,Ubisoft Montreal,M,6.346814044,4113000
Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1686000,1489000,518000,345000,8.3,25,8.4,117,Namco,T,8.382394366,4038000
Far Cry 4,PS4,2014,Shooter,Ubisoft,1150000,2166000,100000,629000,8.4,83,7.6,1653,Ubisoft Montreal,M,7.638248848,4045000
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2664000,887000,50000,379000,8.9,76,8.7,681,Valve Software,M,8.72007926,3980000
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1009000,2109000,231000,584000,9.2,79,9.1,10179,CD Projekt Red Studio,M,9.100770131,3933000
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1170000,2069000,79000,611000,6.9,40,5.0,2050,"Ubisoft, Ubisoft Montreal",M,5.036363636,3929000
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1520000,1671000,101000,646000,8.7,89,7.5,2679,Rocksteady Studios,M,7.538583815,3938000
The Legend of Zelda: Skyward Sword,Weii,2011,Action,Ninti,2068000,1158000,364000,380000,9.4,81,8.0,1958,Ninti,E10+,8.055615498,3970000
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2167000,1141000,70000,579000,8.8,57,7.9,910,Bethesda Game Studios,M,7.953050672,3957000
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Ninti,896000,1787000,905000,374000,8.3,65,8.9,72,Level 5,E10+,8.615328467,3962000
EA Sports Active,Weii,2009,Sports,Electronic Arts,2079000,1333000,59000,394000,8.0,27,8.8,39,EA Canada,E,8.472727273,3865000
Tony Hawk's Underground,PS2,2003,Sports,Activision,2296000,1184000,10000,428000,9.2,38,8.8,121,Neversoft Entertainment,T,8.895597484,3918000
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Ninti,680000,481000,2652000,110000,8.5,80,8.6,348,Capcom,T,8.581308411,3923000
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1147000,2105000,0,608000,9.4,32,8.0,9073,Bethesda Game Studios,M,8.004920373,3860000
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2469000,654000,29000,680000,8.5,51,6.7,364,Visual Concepts,E10+,6.921204819,3832000
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,922000,1975000,308000,714000,8.9,62,8.7,229,Namco,T,8.742611684,3919000
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1556000,1611000,59000,669000,8.5,9,7.4,220,Evolution Studios,T,7.443231441,3895000
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,160000,1910000,1121000,667000,9.1,26,9.1,38,KCET,E,9.1,3858000
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2110000,1101000,101000,504000,7.6,64,8.0,104,"SCEA, Zindagi Games",E10+,7.847619048,3816000
Call of War: Ghosts,PS4,2013,Shooter,Activision,1804000,1423000,49000,559000,7.7,49,3.6,1564,Infinity Ward,M,3.724550527,3835000
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Ninti,868000,1544000,1066000,350000,5.9,22,4.0,4,"Ninti, Namco Bandai Games",E,5.607692308,3828000
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1340000,1701000,153000,600000,8.0,64,7.0,2219,Massive Entertainment,M,7.02803329,3794000
Big Brain Academy: Weii Degree,Weii,2007,Misc,Ninti,1050000,1919000,418000,413000,6.8,33,7.0,39,Ninti,E,6.908333333,3800000
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2429000,1004000,0,362000,7.8,60,7.4,66,Traveller's Tales,E10+,7.59047619,3795000
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2031000,1543000,0,171000,7.8,21,8.0,29,Maxis,T,7.916,3745000
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1361000,2027000,139000,216000,6.3,11,7.5,41,Argonaut Games,E,7.246153846,3743000
Super Paper Marrison,Weii,2007,Platform,Ninti,1969000,860000,599000,313000,8.5,56,7.9,417,Intelligent Systems,E,7.971035941,3741000
Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1956000,1576000,0,188000,9.2,15,8.9,207,Insomniac Games,E,8.92027027,3720000
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1332000,1671000,129000,572000,8.8,36,8.0,840,Ubisoft,M,8.032876712,3704000
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,590000,2518000,40000,588000,8.1,27,7.7,56,EA Canada,E,7.830120482,3736000
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2154000,1173000,10000,357000,9.5,27,8.4,128,Neversoft Entertainment,T,8.591612903,3694000
MySims,DS,2007,Simulation,Electronic Arts,1599000,1558000,80000,416000,6.6,15,7.2,13,TOSE,E,6.878571429,3653000
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1672000,1225000,0,798000,7.5,34,8.5,31,Rockstar Leeds,E10+,7.976923077,3695000
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2576000,807000,59000,239000,8.1,42,8.0,82,Zipper Interactive,M,8.033870968,3681000
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2062000,1092000,148000,327000,9.1,35,8.8,312,Naughty Dog,E,8.830259366,3629000
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,51000,0,633000,2894000,8.1,10,7.9,38,Konami,E,7.941666667,3578000
Resident Evil 4,PS2,2005,Action,Capcom,2105000,827000,456000,250000,9.4,38,8.9,1013,Capcom,M,8.918078021,3638000
Guitar Hero: World Tour,Weii,2008,Misc,Activision,2318000,949000,0,341000,8.6,18,7.7,71,Vicarious Visions,T,7.882022472,3608000
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,609000,2484000,51000,515000,9.3,56,7.7,203,EA Sports,E,8.045945946,3659000
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1929000,1223000,30000,447000,8.1,36,8.7,142,Pandemic Studios,T,8.578651685,3629000
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,1990000,1175000,0,422000,6.4,23,7.7,32,Fox Interactive,T,7.156363636,3587000
Luigi's Mansion,GC,2001,Action,Ninti,2336000,683000,466000,101000,7.9,34,8.6,161,Ninti,E,8.477948718,3586000
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1342000,1575000,171000,514000,8.4,18,6.9,1580,EA DICE,M,6.91689612,3602000
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2160000,1030000,30000,374000,8.5,30,9.1,268,Pandemic Studios,T,9.039597315,3594000
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1577000,1484000,99000,387000,6.9,39,8.0,9,Office Create,E,7.10625,3547000
Grand Steal Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1579000,1419000,70000,504000,7.7,49,7.9,112,Rockstar Leeds,M,7.839130435,3572000
The Getaway,PS2,2002,Action,Sony Computer Entertainment,1219000,1770000,49000,494000,7.2,49,6.8,88,Team Soho,M,6.943065693,3532000
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1902000,1128000,101000,404000,7.3,27,8.0,48,EA Redwood Shores,T,7.748,3535000
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,722000,2364000,20000,397000,8.9,66,7.5,155,EA Sports,E,7.918099548,3503000
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2683000,493000,50000,305000,8.8,67,8.0,1309,Certain Affinity,M,8.038953488,3531000
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2229000,914000,0,332000,7.3,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M,4.277443609,3475000
Resident Evil 5,X360,2009,Action,Capcom,2069000,944000,119000,343000,8.2,91,7.4,523,Capcom,M,7.518566775,3475000
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2831000,384000,29000,243000,9.1,81,8.3,693,Ubisoft Montreal,M,8.38372093,3487000
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1323000,1402000,270000,490000,7.9,14,5.7,579,EA DICE,M,5.751939292,3485000
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2236000,952000,20000,308000,9.0,78,8.8,1080,Rocksteady Studios,T,8.813471503,3516000
Battlefield 4,X360,2013,Shooter,Electronic Arts,2187000,1017000,20000,314000,7.9,21,5.7,542,EA DICE,M,5.782060391,3538000
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2080000,1018000,39000,324000,8.9,75,8.5,869,EA DICE,M,8.531779661,3461000
Guitar Hero: On Tour,DS,2008,Misc,Activision,2072000,1025000,10000,354000,7.0,70,9.0,29,Vicarious Visions,E10+,7.585858586,3461000
Clubhouse Games,DS,2006,Misc,Ninti,594000,1817000,719000,335000,8.4,30,8.3,28,Agenda,E,8.351724138,3465000
Borderlands,X360,2009,Shooter,Take-Two Interactive,2368000,699000,30000,293000,8.4,83,8.3,715,Gearbox Software,M,8.310401003,3390000
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1527000,1271000,336000,288000,8.0,23,8.4,126,Namco,T,8.338255034,3422000
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1112000,1377000,488000,487000,9.3,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M,8.223479772,3464000
Spider-Man 2,PS2,2004,Action,Activision,1750000,1187000,20000,437000,8.1,50,8.7,106,Treyarch,T,8.507692308,3394000
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,452000,2310000,50000,614000,8.9,15,6.6,35,EA Canada,E,7.29,3426000
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1836000,1034000,60000,451000,9.1,86,8.3,657,Media Molecule,E,8.392597577,3381000
Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1562000,1452000,191000,167000,6.8,12,8.3,99,Eurocom Entertainment Software,E,8.137837838,3372000
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,808000,1992000,70000,529000,7.7,86,6.9,1319,Ubisoft Quebec,M,6.948967972,3399000
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2018000,1036000,0,323000,7.5,49,7.8,75,Traveller's Tales,E10+,7.681451613,3377000
Destiny,XOne,2014,Shooter,Activision,2140000,903000,0,314000,7.5,11,5.5,1735,"Bungie Software, Bungie",T,5.512600229,3357000
Far Cry 3,PS3,2012,Shooter,Ubisoft,885000,1686000,101000,661000,8.9,32,8.6,1041,Ubisoft Montreal,M,8.608946878,3333000
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1459000,1277000,120000,467000,7.7,20,8.6,66,Eurocom Entertainment Software,T,8.390697674,3323000
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1453000,1378000,30000,437000,5.9,34,7.3,82,Double Helix Games,T,6.889655172,3298000
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Ninti,1397000,910000,737000,265000,8.7,75,7.9,228,Ninti,E10+,8.098019802,3309000
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1966000,1059000,50000,218000,8.0,21,8.7,86,Rockstar Toronto,M,8.562616822,3293000
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1882000,1097000,10000,293000,8.5,35,8.0,701,Ubisoft,M,8.023777174,3282000
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1492000,1276000,50000,469000,8.5,31,8.6,105,EA Games,T,8.577205882,3287000
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2616000,327000,0,335000,8.1,74,7.4,563,"Splash Damage, The Coalition",M,7.481318681,3278000
True Crime: Streets of LA,PS2,2003,Action,Activision,1857000,1036000,20000,309000,7.7,39,7.9,94,"Luxoflux, Inc.",M,7.841353383,3222000
Professor Layton and the Unwound Future,DS,2008,Puzzle,Ninti,596000,1559000,805000,271000,8.5,62,9.2,111,Level 5,E10+,8.949132948,3231000
FIFA 16,XOne,2015,Sports,Electronic Arts,887000,2138000,0,244000,8.5,45,4.4,459,EA Sports,E,4.766071429,3269000
Weii Music,Weii,2008,Misc,Ninti,1361000,1090000,456000,315000,6.4,43,4.6,116,Ninti,E,5.086792453,3222000
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2333000,302000,0,608000,8.3,37,5.9,180,EA Sports,E,6.30921659,3243000
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,731000,1671000,399000,442000,8.2,81,7.8,758,Polyphony Digital,E,7.838617402,3243000
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1946000,1015000,30000,295000,8.4,69,7.1,1267,343 Industries,M,7.167140719,3286000
Super Marrison Maker,WeiiU,2015,Platform,Ninti,1157000,896000,951000,201000,8.8,85,8.8,691,Ninti,E,8.8,3205000
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1486000,1011000,41000,660000,9.0,79,8.6,565,Ready at Dawn,M,8.649068323,3198000
Enter the Matrix,PS2,2003,Action,Atari,1763000,1098000,89000,194000,6.2,30,8.1,137,Shiny Entertainment,T,7.758682635,3144000
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1323000,590000,814000,421000,8.5,67,8.1,463,Square Enix,T,8.150566038,3148000
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1257000,1302000,119000,484000,8.8,78,7.8,1010,Team Bondi,M,7.871691176,3162000
Animal Crossing,GC,2001,Simulation,Ninti,1940000,161000,975000,90000,8.6,42,9.1,137,Ninti,E,8.982681564,3166000
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,680000,0,0,2470000,8.1,12,6.6,36,EA Canada,E,6.975,3150000
Spider-Man,PS,2000,Action,Activision,1720000,1251000,20000,159000,8.8,19,9.1,107,Neversoft Entertainment,E,9.054761905,3150000
Marrison Party 9,Weii,2012,Misc,Ninti,1042000,1112000,759000,219000,7.2,45,6.7,155,Nd Cube,E,6.8125,3132000
Sonic Rush,DS,2005,Platform,Sega,1209000,1584000,59000,291000,8.3,43,8.5,101,"Dimps Corporation, Sonic Team",E,8.440277778,3143000
Rhythm Heaven,DS,2008,Misc,Ninti,540000,499000,1931000,128000,8.4,48,9.0,63,Ninti,E,8.740540541,3098000
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1500000,1047000,99000,460000,8.1,57,7.9,492,Obsidian Entertainment,M,7.920765027,3106000
Personal Trainer: Cooking,DS,2006,Misc,Ninti,902000,996000,1027000,171000,8.2,12,7.9,10,Indies Zero,E,8.063636364,3096000
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1702000,844000,142000,422000,9.3,45,8.0,604,4J Studios,M,8.090138675,3110000
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Ninti,1424000,1014000,461000,231000,9.0,81,8.9,1057,Ninti,E,8.90711775,3130000
Resident Evil 6,PS3,2012,Shooter,Capcom,872000,922000,896000,399000,7.5,34,5.3,1304,Capcom,M,5.355904335,3089000
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1978000,794000,30000,268000,9.5,98,8.7,3143,BioWare,M,8.724190065,3070000
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2153000,282000,541000,79000,6.8,28,8.0,71,Dimps Corporation,T,7.660606061,3055000
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2530000,162000,10000,423000,9.2,23,7.8,46,EA Sports,E,8.266666667,3125000
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1749000,1197000,0,142000,7.4,18,7.8,22,Maxis,T,7.62,3088000
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Ninti,503000,1020000,1374000,122000,6.5,60,7.0,106,Ninti,E,6.819277108,3019000
The Sims 4,PC,2014,Simulation,Electronic Arts,1006000,1808000,0,229000,7.0,74,3.9,2057,Maxis,T,4.007648991,3043000
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1860000,863000,41000,250000,8.9,59,8.3,892,Gearbox Software,M,8.337223975,3014000
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1779000,1021000,0,286000,7.1,16,8.1,16,TT Fusion,E10+,7.6,3086000
Kung Fu Panda,X360,2008,Action,Activision,1921000,835000,0,294000,7.4,42,7.4,32,"Luxoflux, Inc.",E10+,7.4,3050000
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1917000,855000,30000,244000,9.5,74,5.7,3725,BioWare,M,5.774019479,3046000
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1288000,1218000,60000,475000,8.5,107,7.8,2759,Quantic Dream,M,7.826133985,3041000
Saints Row 2,X360,2008,Action,THQ,1970000,777000,20000,276000,8.2,75,8.2,307,Volition Inc.,M,8.2,3043000
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1885000,1020000,0,130000,9.2,46,8.6,121,Ubisoft Montreal,T,8.765269461,3035000
FIFA 14,PS4,2013,Sports,Electronic Arts,616000,1839000,112000,436000,8.6,26,6.3,616,EA Canada,E,6.393146417,3003000
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1381000,1073000,81000,475000,9.1,94,8.1,1505,Guerrilla,M,8.158786742,3010000
Far Cry 3,X360,2012,Shooter,Ubisoft,1404000,1328000,20000,285000,9.3,39,8.5,1247,Ubisoft Montreal,M,8.524261275,3037000
Epic Mickey,Weii,2010,Platform,Disney Interactive Studios,2014000,638000,119000,216000,7.2,78,7.1,131,Junction Point,E,7.137320574,2987000
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2626000,201000,10000,192000,8.7,41,7.3,131,Visual Concepts,E,7.63372093,3029000
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1160000,0,774000,1072000,7.4,24,9.3,173,"Spike, Namco Bandai Games",T,9.068527919,3006000
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1697000,1182000,0,129000,8.1,23,6.7,20,Maxis,T,7.448837209,3008000
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,122000,1284000,1165000,459000,9.5,24,9.3,65,KCET,E,9.353932584,3030000
Devil May Cry,PS2,2001,Action,Capcom,1375000,875000,648000,132000,9.5,37,8.4,466,Capcom,M,8.480914513,3030000
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1591000,1000000,0,386000,8.4,73,5.8,2748,"LucasArts, BioWare",T,5.867281106,2977000
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1001000,1404000,51000,461000,8.4,85,8.2,1886,Monolith Productions,M,8.208625063,2917000
Sonic Heroes,PS2,2003,Platform,Sega,1061000,1349000,60000,483000,6.3,29,7.9,94,Sonic Team,E,7.522764228,2953000
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1380000,1153000,40000,404000,8.5,19,7.7,78,Io Interactive,M,7.856701031,2977000
Titanfall,XOne,2014,Shooter,Electronic Arts,1809000,807000,39000,270000,8.8,68,6.5,2658,Respawn Entertainment,M,6.557373441,2925000
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1319000,1090000,79000,434000,8.8,59,8.7,572,EA DICE,M,8.709350238,2922000
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2222000,501000,60000,148000,8.6,42,9.1,93,Zipper Interactive,M,8.944444444,2931000
Pac-Man Collection,GBA,2001,Puzzle,Atari,2052000,769000,50000,50000,7.9,13,7.9,4,Mass Media,E,7.9,2921000
Street Fighter IV,X360,2009,Fighting,Capcom,1821000,690000,149000,258000,9.3,77,7.2,292,Capcom,T,7.638211382,2918000
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1766000,683000,120000,371000,8.5,98,8.4,1172,Sucker Punch,T,8.407716535,2940000
Kirby Super Star Ultra,DS,2008,Platform,Ninti,1575000,40000,1193000,149000,7.5,40,8.8,76,HAL Labs,E,8.351724138,2957000
Call of War: Ghosts,XOne,2013,Shooter,Activision,1917000,785000,0,266000,7.9,7,4.3,700,Infinity Ward,M,4.335643564,2968000
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1836000,774000,29000,269000,9.1,74,8.6,1692,BioWare,M,8.620951302,2908000
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1533000,1123000,0,220000,7.3,21,8.6,30,Sonic Team,E,8.064705882,2876000
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,79000,1248000,1119000,450000,9.4,28,9.1,45,KCET,E,9.215068493,2896000
Sega Superstars Tennis,X360,2008,Sports,Sega,1768000,864000,0,280000,6.7,45,6.9,18,Sumo Digital,E10+,6.757142857,2912000
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,977000,319000,1388000,200000,8.6,30,9.0,16,Clap Hanz,E,8.739130435,2884000
Cooking Mama: Cook Off,Weii,2007,Simulation,505 Games,1413000,1104000,51000,300000,6.2,37,5.4,23,OfficeCreate,E,5.893333333,2868000
Call of War: Finest Hour,PS2,2004,Shooter,Activision,1485000,1126000,10000,240000,7.5,49,7.6,69,Spark Unlimited,T,7.558474576,2861000
WarioWare: Smooth Moves,Weii,2006,Puzzle,Ninti,874000,1052000,731000,261000,8.3,61,7.5,179,Intelligent Systems,E10+,7.703333333,2918000
Madden NFL 13,X360,2012,Sports,Electronic Arts,2491000,153000,0,167000,8.2,36,5.9,179,EA Tiburon,E,6.285116279,2811000
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2088000,628000,30000,108000,8.8,34,8.7,111,Bethesda Softworks,T,8.723448276,2854000
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1054000,1327000,60000,419000,8.4,29,7.8,1530,Ubisoft,M,7.811161001,2860000
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2006000,534000,0,341000,8.5,60,8.4,494,NetherRealm Studios,M,8.410830325,2881000
Madden NFL 10,X360,2009,Sports,Electronic Arts,2534000,90000,0,221000,8.6,58,6.2,90,EA Tiburon,E,7.140540541,2845000
BioShock,X360,2007,Shooter,Take-Two Interactive,1621000,852000,49000,285000,9.4,88,8.7,2249,"Irrational Games, 2K Marin",M,8.726358579,2807000
Metroid Prime,GC,2002,Shooter,Ninti,1964000,678000,102000,92000,9.8,70,9.1,747,Retro Studios,T,9.15997552,2836000
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1862000,541000,112000,295000,9.1,59,8.2,791,Ubisoft Montreal,M,8.262470588,2810000
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1283000,1043000,69000,420000,7.5,56,7.4,286,"EA DICE, Danger Close",M,7.416374269,2815000
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1287000,962000,71000,464000,8.1,90,8.0,2944,Sucker Punch,T,8.002966381,2784000
NBA Street,PS2,2001,Sports,Electronic Arts,2168000,219000,0,385000,8.9,22,8.7,39,NuFX,E,8.772131148,2772000
